,Endereço,Latitude,Longitude
391,"R SENADOR ANNIBAL DI PRIMIO BECK, 225",-30.0225331,-51.1805886
392,"AV FORTE, 722",-30.0166946,-51.1522095
393,"AV JOAO PESSOA, 1831/108",-30.045868,-51.2134443
394,"R PEDRO BOTICARIO, 483",-30.0730263,-51.2001922
395,"AV OSVALDO ARANHA, 1439/301",-30.037009,-51.20849399999999
396,"AV BENTO GONCALVES, 701",-30.0523937,-51.2061257
397,"R QUATORZE DE JULHO, 654",-30.024526,-51.174188
398,"AV NONOAI, 791",-30.0904099,-51.21956820000001
399,"R CEL ANDRE BELO, 560/8",-30.046246000000004,-51.22355
400,"R SAO BENEDITO, 1110",-30.049725,-51.1656398
401,R SANTA TERESA VL SAO JOSE COMUNITARIA,-30.077835,-51.160557
402,"AV CRISTOVAO COLOMBO, 545/1111",-30.0258912,-51.2115294
403,"R GEN VITORINO, 330/401",-30.0304458,-51.22341100000001
404,"R CANCIO GOMES, 154",-30.015874,-51.21087670000001
405,"R SAO SALVADOR, 198",-30.0067295,-51.1814636
406,"AV JOAO PESSOA, 1269",-30.042361199999995,-51.2156879
407,"R CANDIDO SILVEIRA, 222",-30.0212992,-51.1921298
408,"R ANDRADAS, 932/2",-30.0306687,-51.2324049
409,"R DR FREIRE ALEMAO, 503",-30.0264959,-51.1917325
410,"R ENFERMEIRO VENTURA, 210",-30.1229658,-51.209657
411,"AV SAO PEDRO, 924",-30.0111593,-51.2002366
412,"AV BAHIA, 757",-30.0089425,-51.1996376
413,"AV EDUARDO PRADO, 1941",-30.1357632,-51.2192585
414,"R DR RODRIGUES ALVES, 66",-30.03946130000001,-51.1614823
415,"R GEN ANDRADE NEVES, 90/4",-30.03039489999999,-51.2289938
416,"AV BENJAMIN CONSTANT, 1170",-30.0122369,-51.1937773
417,"R VINTE QUATRO DE OUTUBRO, 1557/403",-30.0221983,-51.1930141
418,"ESTR COSTA GAMA, 152",-30.1455455,-51.1579029
419,"R CAETE, 263",-30.1029354,-51.2591993
420,"R VINTE QUATRO DE OUTUBRO, 1557/4",-30.0221983,-51.1930141
421,"AV DIARIO DE NOTICIAS, 300/2086",-30.0831553,-51.2467464
422,"AV JOAO WALLIG, 1800/203",-30.0257617,-51.16290189999999
423,"AV DR NILO PECANHA, 2560/101",-30.0280819,-51.1666369
424,"AV BENTO GONCALVES, 1708/205",-30.0568086,-51.1968494
425,"R MARCILIO DIAS, 1081",-30.050074,-51.21857850000001
426,"R CASTRO ALVES, 1161",-30.03221,-51.1988358
427,"R CRUZEIRO DO SUL, 2445",-30.0820869,-51.2292807
428,"R BOTAFOGO, 835",-30.0545197,-51.22173220000001
429,"R LIBERO BADARO, 279",-30.019663,-51.1716302
430,"R ANTENOR LEMOS, 71",-30.0603484,-51.2293899
431,"AV SALVADOR LEAO, 277",-29.9968518,-51.127255100000006
432,"AV BORGES DE MEDEIROS, 839",-30.0339727,-51.22800609999999
433,"AV ASSIS BRASIL, 676",-30.0083881,-51.1790664
434,"R BADEN POWELL, 135",-30.0026941,-51.1373036
435,"R PROF JOAO DE SOUZA RIBEIRO, 315",-29.984748,-51.1921518
436,"AV NONOAI, 849",-30.0907695,-51.22004039999999
437,"AV PROF OSCAR PEREIRA, 3121",-30.077376399999995,-51.2003965
438,"AV FORTE, 171/1",-30.0121535,-51.1538216
439,"R TEN ARIZOLY FAGUNDES, 355",-30.1548379,-51.14350579999999
440,"AV CRISTOVAO COLOMBO, 1663",-30.0185137,-51.20407489999999
441,"R BARAO DO GUAIBA, 460",-30.0608592,-51.2273961
442,"R JOSE DE ALENCAR, 609",-30.0602187,-51.2255684
443,"R MARIANTE, 176",-30.02920199999999,-51.2043027
444,"R DR TIMOTEO, 135",-30.0161934,-51.2005127
445,"R OSCAR ALLEM, 185/203",-30.0126862,-51.1360046
446,"R GEN LIMA E SILVA, 736",-30.039040000000004,-51.22036989999999
447,"AV PROTASIO ALVES, 5520",-30.04115999999999,-51.1561344
448,"R SILVA JARDIM, 78",-30.0227074,-51.1904946
449,"R JORGE MELLO GUIMARAES, 1077",-30.2096807,-51.1817066
450,"R EUDORO BERLINK, 667/402",-30.0243701,-51.1909443
451,"AV BAHIA, 544/303",-30.0072244,-51.1987072
452,"AV BAHIA, 544",-30.0072244,-51.1987072
453,"R MALI, 188",-30.01230420000001,-51.1485073
454,"AV SAO PEDRO, 346",-30.008963,-51.2054657
455,"AV ECON NILO WULFF, 895/1",-30.0346471,-51.2176584
456,"AV GETULIO VARGAS, 489/301",-30.04882150000001,-51.2218563
457,"R PADRE HILDEBRANDO, 728",-30.0070285,-51.1782416
458,"R HOFFMANN, 511",-30.0201825,-51.2087774
459,"AV PERNAMBUCO, 1996",-30.010382,-51.20116230000001
460,"R MOURA AZEVEDO, 385",-30.01088660000001,-51.205867100000006
461,"AV SAO PEDRO, 1378",-30.012726300000004,-51.19567429999999
462,"AV ENG FELICIO LEMIESZEK, 137",-29.9804108,-51.1900828
463,"R BUARQUE DE MACEDO, 977",-30.01477479999999,-51.1934492
464,"AV INDEPENDENCIA, 922",-30.029205800000003,-51.2118409
465,"R GEN CALDWELL, 910",-30.0512393,-51.2185326
466,"AV SATURNINO DE BRITO, 1567",-30.0280442,-51.1505054
467,"R PODALIRIO TEIXEIRA MACHADO, 380",-30.21010069999999,-51.17652409999999
468,"AC I SQ UM SEGUNDA UV VL N RESTINGA, 2",-8.416667,-70.75
469,"AV FARRAPOS, 1372",-30.018769,-51.2098601
470,"R ARABUTAN, 373",-30.0346471,-51.2176584
471,"AV ASSIS BRASIL, 8853",-29.9726585,-51.114777200000006
472,"AV JUCA BATISTA, 631/1",-30.1396995,-51.22061619999999
473,"AV SERRARIA, 129",-30.1448326,-51.21625419999999
474,"AV ASSIS BRASIL, 8713/110",-29.9789278,-51.1142684
475,"R VINTE QUATRO DE OUTUBRO, 435/29",-30.0269095,-51.20339560000001
476,"AV JOAO WALLIG, 1800/1262",-30.0257617,-51.16290189999999
477,"AV FARRAPOS, 3079",-30.0058719,-51.2004783
478,"R COMENDADOR RHEINGANTZ, 691/1",-30.02802,-51.1862966
479,"AV JULIO DE CASTILHOS, 44",-30.0263755,-51.22640560000001
480,"R DOMINGOS RUBBO, 51/405",-30.010272600000004,-51.15898900000001
481,"TRAV CHATEAUBRIAND, 122",-30.0179833,-51.123296
482,"AV PROTASIO ALVES, 3173/303",-30.0413298,-51.1776778
483,"AV RIO SAO GONCALO, 358",-30.004394399999995,-51.1728209
484,"R ALVARO GUTERRES, 338",-30.1126094,-51.242895
485,"AV JOSE BONIFACIO, 675",-30.0368457,-51.210893
486,"R CONSELHEIRO XAVIER DA COSTA, 2637",-30.1305759,-51.2317994
487,"R PAULINO CHAVES, 187",-30.0584763,-51.2018725
488,"AV BAHIA, 1073",-30.011730199999995,-51.2006661
489,"R SOUZA LOBO, 547",-30.0370203,-51.1535625
490,"AV SAO PAULO, 250",-30.0052135,-51.20305639999999
491,"AV FORTE, 520",-30.015173,-51.152615
492,"R DR TIMOTEO, 364",-30.0181152,-51.2001961
493,"AV CAVALHADA, 5055/5",-30.1207057,-51.2251258
494,"AV BERNARDINO SILVEIRA DE AMORIM, 1201",-29.9815471,-51.1138194
495,"R OLIVEIRA LOPES, 685",-29.986833500000003,-51.1286864
496,"R ALMIRANTE TAMANDARE, 672",-30.0139907,-51.20483839999999
497,"R PADRE HILDEBRANDO, 635",-30.0070759,-51.17926869999999
498,"R JACY BARCELLOS DE OLIVEIRA, 103",-29.994956400000003,-51.1002002
499,"PCA SENADOR ALBERTO PASQUALINI, 121/20",-30.13408949999999,-51.2309732
500,"AV NOSSA SENHORA DE GUADALUPE, 291",-30.1631488,-51.1855847
501,"R VOLUNTARIOS DA PATRIA, 595/701",-30.0267239,-51.2205559
502,"R OLIVEIRA LOPES, 172",-29.991273,-51.12848580000001
503,"R SIMAO KAPPEL, 194",-29.9950804,-51.1987581
504,"R JOSE DO PATROCINIO, 1009",-30.043126399999995,-51.2200984
505,"R ZEFERINO DIAS, 915",-29.9977179,-51.1299784
506,"R BARAO DO AMAZONAS, 1232",-30.054398100000004,-51.1889896
507,"AV JUCA BATISTA, 3821",-30.15717810000001,-51.1968052
508,"LE MERCADO PUBLICO CENTRAL-INTERNO, 1",-30.0346471,-51.2176584
509,"R DUQUE DE CAXIAS, 572",-30.0340544,-51.2355859
510,"R GONCALVES DIAS, 99",-30.0508821,-51.22042159999999
511,"AV BENTO GONCALVES, 128/1",-30.05088769999999,-51.2117362
512,"AV BERNARDINO SILVEIRA DE AMORIM, 3315",-30.0053184,-51.0983514
513,"R DONA ADDA MASCARENHAS DE MORAES, 96/",-30.011094300000003,-51.1352054
514,"AV BENJAMIN CONSTANT, 1460",-30.0143704,-51.1954084
515,"R OLAVO BARRETO VIANA, 36/226",-30.02331,-51.20111179999999
516,"AV ASSIS BRASIL, 5307",-30.0034904,-51.1353814
517,"R ANDRADAS, 1560/819",-30.029563,-51.22610719999999
518,"R COMENDADOR CAMINHA, 362",-30.0257664,-51.2014528
519,"R PEDRO CHAVES BARCELOS, 327",-30.0249158,-51.185604100000006
520,"AV JUCA BATISTA, 220",-30.1359772,-51.2224254
521,"R DR CAMPOS VELHO, 1827",-30.094750399999995,-51.227989
522,"R LOPO GONCALVES, 153",-30.0405201,-51.2191159
523,"AV GEN EMILIO LUCIO ESTEVES, 489",-30.0044939,-51.17860200000001
524,"R DONA ALZIRA, 322",-30.0071728,-51.13855039999999
525,"R DAVID FRANCISCO MAURICIO, 90",-30.1251297,-51.239889
526,"R SANTA CATARINA, 133/1",-30.007115,-51.1762705
527,"R CASEMIRO DE ABREU, 1223",-30.0332644,-51.1956146
528,"R GEN CALDWELL, 724",-30.0510206,-51.22015570000001
529,"R CEL ANDRE BELO, 560/5",-30.046246000000004,-51.22355
530,"R COMENDADOR AZEVEDO, 109",-30.0192818,-51.2127934
531,"AV CARNEIRO DA FONTOURA, 283/1",-30.00901,-51.16623389999999
532,"R ARABUTAN, 611",-30.0346471,-51.2176584
533,"R SETE DE ABRIL, 349/2",-30.0193819,-51.2079754
534,"AV SAO PAULO, 271",-30.0052978,-51.203373
535,"AV MARTINS BASTOS, 445",-29.9879507,-51.1303393
536,"R ENG JOAO LUDERITZ, 478",-30.008092600000005,-51.1353604
537,"R SAO SALVADOR, 117",-30.0074193,-51.1811535
538,"AV MARANHAO, 524",-30.0075446,-51.199483
539,"R FELIX DA CUNHA, 516/2",-30.0175289,-51.2023987
540,"AV POLONIA, 1316/3",-30.0108529,-51.195833
541,"AV GOETHE, 21/806",-30.029348,-51.20109799999999
542,"R DR FLORENCIO YGARTUA, 164/1",-30.0280993,-51.2030409
543,"AV CRISTOVAO COLOMBO, 1577/603",-30.018518199999995,-51.2050779
544,"AV ASSIS BRASIL, 2611/136",-30.0119314,-51.1607565
545,"R MONTE PASCOAL, 147/4",-30.025261600000004,-51.14794819999999
546,"AV JOAO PESSOA, 1831/246",-30.045868,-51.2134443
547,"R BARAO DO AMAZONAS, 980/201",-30.0523177,-51.1878468
548,"R ALBION, 111/18",-30.0605035,-51.1642739
549,"AV EDUARDO PRADO, 1964",-30.1360587,-51.21918820000001
550,"BC UM RUA OZORIO JOSE MARTINS, 171",-30.1310661,-51.2033102
551,"R MIGUEL TOSTES, 993",-30.0370541,-51.20579009999999
552,"AV BALTAZAR DE OLIVEIRA GARCIA, 658",-30.0101598,-51.13788710000001
553,"R ANDRADAS, 1755/71",-30.029813300000004,-51.22393
554,"R ZEFERINO DIAS, 580",-30.000644,-51.1303266
555,"R SANTANA, 1051",-30.047255,-51.2085893
556,"AV JOAO PESSOA, 1019",-30.0404355,-51.21709910000001
557,"R ALBION, 111/13",-30.0605035,-51.1642739
558,"R ANA AURORA DO AMARAL LISBOA, 180/1",-30.0175383,-51.12743070000001
559,"AV SATURNINO DE BRITO, 812",-30.0350021,-51.1513105
560,"AV BALTAZAR DE OLIVEIRA GARCIA, 2790/3",-30.015058000000003,-51.1174856
561,"AV IPIRANGA, 6681/5",-30.0587015,-51.1733506
562,"R TRES DE MAIO, 26",-30.0156377,-51.2018445
563,"R DONA LAURA, 228/106",-30.0293467,-51.2033077
564,"R TOBIAS DA SILVA, 120/411",-30.0223194,-51.20079920000001
565,"R DR FLORES, 464",-30.031215000000003,-51.2246962
566,"AV PATRIA, 307",-30.0053392,-51.2047247
567,"AV TERESOPOLIS, 2292",-30.0737972,-51.2088489
568,"R MARCELO GAMA, 462",-30.0142455,-51.19080220000001
569,"TRAV GERMANO STEIGLEDER SOBRINHO, 98",-30.0242034,-51.15166470000001
570,"AV ASSIS BRASIL, 4971",-30.005443,-51.1382835
571,"AV JOAO WALLIG, 1800/176",-30.0257617,-51.16290189999999
572,"R IRMAO FRANCISCO, 260",-29.9949967,-51.1961836
573,"R PADRE CHAGAS, 44",-30.0260896,-51.2047482
574,"AV DR NILO PECANHA, 1766",-30.027118,-51.1733552
575,"TRAV MAJOR CUPERTINO, 8",13.1371413,123.7334121
576,"R OCTAVIO DE SOUZA, 1250",-30.0867718,-51.22369910000001
577,"AV GUARUJA, 351",-30.155415,-51.2207205
578,"PCA DR BALTAZAR DE BEM, 358",-30.03985680000001,-51.1515107
579,"R JULIO VERNE, 97",-30.0038728,-51.1819593
580,"R SILVA JARDIM, 242",-30.0243577,-51.1903276
581,"AV PROTASIO ALVES, 6602/14",-30.0427562,-51.1450961
582,"R JOAO JOSE DOS SANTOS, 46",-29.9780888,-51.1934265
583,"AV CEL MARCOS, 1719",-30.128246,-51.2411644
584,"R MIGUEL ASCOLEZE, 224",-30.1152526,-51.2069928
585,"R SAO VICENTE, 363",-30.0405844,-51.1992874
586,"AV DR JOAO DENTICE, 370",-30.159174199999995,-51.1412254
587,"PRQ MARINHA DO BRASIL, 1",-30.0498018,-51.22989279999999
588,"ESTR AFONSO LOURENCO MARIANTE, 324",-30.1160132,-51.17443309999999
589,"PCA SENADOR ALBERTO PASQUALINI, 226",-30.133661100000005,-51.23134289999999
590,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1045",-30.0089041,-51.2033523
591,"R ALFREDO FERREIRA RODRIGUES, 309",-30.0438555,-51.1553566
592,"AV PROF OSCAR PEREIRA, 2619",-30.0734718,-51.2032779
593,"AV ERICO VERISSIMO, 1",-30.0469602,-51.21790470000001
594,"AV FARIA LOBATO, 70",-29.9848357,-51.1361164
595,"AV FARIA LOBATO, 84",-29.9846838,-51.1345458
596,"AV JOAO PESSOA, 1031",-30.040637100000005,-51.2171754
597,"R DONA OTILIA, 3649",-30.0828011,-51.2254009
598,"R MARTINS DE LIMA, 537",-30.066405100000004,-51.1689198
599,"R JOSE FERREIRA JARDIM, 550/2",-29.9908514,-51.10760120000001
600,"R SAO DOMINGOS, 241",-30.0440846,-51.15311679999999
601,"TRAV PROF EMETERIO GARCIA FERNANDEZ, 3",-30.0127027,-51.15007410000001
602,"R XAVIER FERREIRA, 26",-30.022545,-51.19618870000001
603,"R CONSELHEIRO BRUSQUE, 159",-30.0115286,-51.141628
604,"R ANDRADAS, 1155/1609",-30.0301973,-51.23009570000001
605,"AV BENTO GONCALVES, 551",-30.051928600000004,-51.207485
606,"AV ASSIS BRASIL, 1549",-30.009969800000004,-51.1710638
607,"AV SERRARIA, 1301",-30.15464829999999,-51.2202006
608,"R PARQUE, 309",-30.013037100000005,-51.2078846
609,"R OSCAR SCHNEIDER, 439",-30.0649234,-51.2078814
610,"AV ENG FREDERICO DAHNE, 104",-30.0050654,-51.1360363
611,"AV SAO PEDRO, 1354/4",-30.0126689,-51.1959488
612,"R GEN COUTO DE MAGALHAES, 1014",-30.016442600000005,-51.1910756
613,"AL AFONSO CELSO, 62",-30.0253692,-51.1791507
614,"R PRISMA, 4",-30.0763334,-51.2313363
615,"AV AZENHA, 1067/2",-30.0532598,-51.2142749
616,"R TARCILA MORAES DUTRA, 300/2",-30.003311199999995,-51.0939732
617,"AV OSVALDO ARANHA, 790/202",-30.0338396,-51.2143115
618,"AV MARTINS BASTOS, 35",-29.9882626,-51.13547120000001
619,"AV VENANCIO AIRES, 164",-30.0421842,-51.21845769999999
620,"AV ASSIS BRASIL, 3522/126",-30.0097772,-51.1518784
621,"AV ASSIS BRASIL, 6544",-29.993619800000005,-51.1294868
622,"AV GETULIO VARGAS, 522",-30.049045,-51.221601
623,"AV TORQUATO SEVERO, 228",-30.0346471,-51.2176584
624,"R PADRE ALOIS KADES S J, 210",-30.02431450000001,-51.1544417
625,"AV FARIA LOBATO, 594",-29.9843459,-51.1287975
626,"R SERRO AZUL, 896",-30.004805,-51.17607899999999
627,"AV BORGES DE MEDEIROS, 336",-30.0293262,-51.2277232
628,"R TAIM, 94",-29.9968406,-51.156347
629,"R ABAETE, 315",-29.9961463,-51.12686979999999
630,"AV SAO PEDRO, 1082/302",-30.0116452,-51.1986038
631,"R CUNHA NETO, 379",-30.0833752,-51.2173078
632,"R TUPI, 147",-30.01053169999999,-51.1700042
633,"AV AZENHA, 195",-30.0455093,-51.2142454
634,"AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 9",-29.9136972,-51.0831034
635,"AV CAVALHADA, 2841",-30.101313,-51.231530600000006
636,"AV ASSIS BRASIL, 612",-30.0084933,-51.17974279999999
637,"R SIQUEIRA CAMPOS, 1300",-30.0275795,-51.22880989999999
638,"R MARIANTE, 1070",-30.0374561,-51.2038601
639,"AV FARRAPOS, 660",-30.02391969999999,-51.214068
640,"R GEN LIMA E SILVA, 1255",-30.0429662,-51.2170824
641,"AV GETULIO VARGAS, 181",-30.045935600000004,-51.2214205
642,"AV SERTORIO, 1514",-30.001786100000004,-51.19025900000001
643,"AV CACAPAVA, 469",-30.04241379999999,-51.18135170000001
644,"R ALARICO RIBEIRO, 220",-30.1078477,-51.2426342
645,"AV WENCESLAU ESCOBAR, 3301/103",-30.1171795,-51.253455
646,"AV JERONIMO DE ORNELAS, 600",-30.0402967,-51.2094526
647,"R GEN CALDWELL, 1094",-30.0513049,-51.2164498
648,"AV IPIRANGA, 6500",-30.0575446,-51.1780658
649,"R BARAO DO AMAZONAS, 2630",-30.06554929999999,-51.1962157
650,"AV SERRARIA, 1820",-30.1595853,-51.22000379999999
651,"R DEZOITO DE NOVEMBRO, 31",-29.997888,-51.1960782
652,"TUN NS DA CONCEICAO-PLAY GROUND, 1",-30.0346471,-51.2176584
653,"AV SERTORIO, 10120",-30.0107174,-51.1283127
654,"R DORMENIO, 143",-30.075296,-51.2276459
655,"R CAMOATI, 88",-30.0047166,-51.1721928
656,"AV ROCIO, 479/1",-30.0680907,-51.17891880000001
657,"AV INDEPENDENCIA, 1211/17",-30.0293185,-51.2086526
658,"R CONDOR, 220",-30.0694161,-51.17164520000001
659,"R ALMIRANTE CAMARA, 380",-30.1141406,-51.2586066
660,"R ERNESTINA AMARO TORELLY, 260",-30.044819,-51.1496157
661,"R DUQUE DE CAXIAS, 184",-30.0351047,-51.2394689
662,"AV BENTO GONCALVES, 4301",-30.061754,-51.1731427
663,"R BARBEDO, 230",-30.0572619,-51.2281781
664,"R DR JOAO INACIO, 1338",-30.002980800000003,-51.1928427
665,"R SAO LUIZ, 988",-30.0513567,-51.2017092
666,"AV BENNO MENTZ, 999",-30.01981330000001,-51.14766059999999
667,"AV ASSIS BRASIL, 6580",-29.9933479,-51.1293643
668,"R BACAIRIS, 116",-29.99980499999999,-51.127097
669,"R SILVEIRO, 221",-30.0619203,-51.2284281
670,"R ALEXANDRE SNEL, 158",-30.0704004,-51.1916233
671,"R BARAO DO AMAZONAS, 1550",-30.0571063,-51.19033719999999
672,"R SANTO AMARO-LOMBA DO PINHEIRO, 181",-30.119527500000004,-51.1011037
673,"PCA RUI BARBOSA, 41",-30.0254927,-51.2250684
674,"AV SERTORIO, 4455/16",-29.9996148,-51.160003
675,"AV PERNAMBUCO, 101",-29.9938578,-51.1949295
676,"AV SENADOR SALGADO FILHO, 94/901",-30.0306786,-51.2267215
677,"AV DR NILO PECANHA, 2254",-30.028114,-51.1698493
678,"R HILARIO RIBEIRO, 365",-30.0260683,-51.2036591
679,"AV DR NILO PECANHA, 2445",-30.028504,-51.1678541
680,"AV DIARIO DE NOTICIAS, 300/2058",-30.0831553,-51.2467464
681,"AV ASSIS BRASIL, 2611/104",-30.0119314,-51.1607565
682,"AV PRAIA DE BELAS, 1181/1031",-30.049779,-51.22847059999999
683,"R GEN JOAO TELLES, 524/903",-30.0342109,-51.2124949
684,"R MOACYR GODOY ILHA, 130",-30.1542329,-51.21775
685,"AV EDUARDO PRADO, 1954/113",-30.13599839999999,-51.218964
686,"R TAMANDARE, 670/3",-30.096811100000004,-51.2433586
687,"R NUNES, 264",-30.07046930000001,-51.2084612
688,"AV BENTO GONCALVES, 4231",-30.0620646,-51.1738958
689,"R XAVIER DE CARVALHO, 32/201",-29.9949863,-51.13075329999999
690,"R PARAIBA, 350",-30.0183929,-51.20981810000001
691,"AV FRANCA, 1280",-30.005329,-51.1939804
692,"AV WENCESLAU ESCOBAR, 3449",-30.1184243,-51.25338960000001
693,"R FELIZARDO, 465",-30.0505726,-51.18534830000001
694,"R ARNALDO BALLVE, 60",-30.01936989999999,-51.143517
695,"TRAV AMERICO SILVEIRA, 445/4",-30.0118532,-51.14811870000001
696,"R PELOTAS, 349",-30.023625,-51.2122
697,"AV ASSIS BRASIL, 5700",-30.00041119999999,-51.1333818
698,"R RIACHUELO, 685",-30.032920500000003,-51.23480170000001
699,"R JOSE DO PATROCINIO, 580",-30.0399042,-51.222963
700,"R DONA ALZIRA, 2/1",-30.01022529999999,-51.1384433
701,"AV PROTASIO ALVES, 4844",-30.0398881,-51.1633337
702,"R VINTE QUATRO DE OUTUBRO, 642/2",-30.0252475,-51.2017614
703,"AV TERESOPOLIS, 2893/2",-30.0790414,-51.2091904
704,"AV WENCESLAU ESCOBAR, 3210",-30.1162303,-51.253736
705,"PCA PEREIRA PAROBE, 75",-30.0274078,-51.2270143
706,"AV FARRAPOS, 936",-30.0219165,-51.21216210000001
707,"AV PROF PAULA SOARES, 1865",-30.0271114,-51.1426653
708,"AV TULIO DE ROSE, 80/316",-30.0216867,-51.1624443
709,"R TEN ARY TARRAGO, 3131/3",-30.013847700000003,-51.1308927
710,"R MARECHAL FLORIANO PEIXOTO, 185/31",-30.0305478,-51.2271173
711,"R GALILEIA, 300",-30.03383999999999,-51.1545389
712,"AV IGUASSU, 485/203",-30.038206899999995,-51.1772309
713,"R COMENDADOR MANOEL PEREIRA, 20",-30.0260555,-51.2224288
714,"AV JULIO DE CASTILHOS, 602",-30.0267015,-51.22695170000001
715,"R PASTEUR, 234",-30.1407367,-51.224917700000006
716,"R DOM PEDRO II, 903/202",-30.0150141,-51.18712730000001
717,"R JOAO ALFREDO, 486",-30.0411343,-51.2251803
718,"R MOSTARDEIRO, 333/123",-30.0290558,-51.203564
719,"PCA PIRATINI, 105",-30.0451701,-51.2130263
720,"R JOSE DO PATROCINIO, 548/205",-30.0398048,-51.22322639999999
721,"R MARCILIO DIAS, 1288",-30.05008219999999,-51.2162579
722,"R CEL MASSOT, 1241",-30.0985272,-51.2362759
723,"AV ASSIS BRASIL, 7074",-29.9901752,-51.12552700000001
724,"LE PERCORRENDO BAIRROS - SMIC, 1",-30.0346471,-51.2176584
725,"AV PROTASIO ALVES, 4848",-30.0397977,-51.1633277
726,"R PEDRO LESSA, 134",-29.999399,-51.1566573
727,"R ARABUTAN, 401",-30.0346471,-51.2176584
728,"R PEDRO MODESTO RAMPI, 22/3",-30.0514755,-51.20999260000001
729,"R GRUTA, 145",-30.0847365,-51.1883108
730,"R BUARQUE DE MACEDO, 652",-30.0133876,-51.19649520000001
731,"TRAV ESCOBAR, 336/110",-30.1040979,-51.23625120000001
732,"AV TERESOPOLIS, 2930/2",-30.0793845,-51.2089876
733,"R TOBIAS DA SILVA, 85/405",-30.0229953,-51.2009309
734,"R DR FLORENCIO YGARTUA, 65/13",-30.0273788,-51.2033891
735,"R EUDORO BERLINK, 771/781",-30.024283,-51.1897144
736,"AV CEL LUCAS DE OLIVEIRA, 256",-30.02467630000001,-51.19505720000001
737,"R EUSTAQUIO INACIO DA SILVEIRA, 139",-30.2113619,-51.17793070000001
738,"R RUBENS ROSA GUEDES, 225/2",-30.0121409,-51.1334589
739,"AV SERTORIO, 592/2",-29.9997672,-51.1996526
740,"AV WENCESLAU ESCOBAR, 1823/13",-30.1045541,-51.2539889
741,"LG CAIXEIROS VIAJANTES, 22",-30.0290089,-51.2004335
742,"R PAULINO CHAVES, 20",-30.0578592,-51.2045235
743,"AV ASSIS BRASIL, 4320/5",-30.0087997,-51.1442689
744,"AV WENCESLAU ESCOBAR, 1092/1",-30.099720399999995,-51.24840649999999
745,"AV PADRE LEOPOLDO BRENTANO, 489",-29.9761512,-51.19378829999999
746,"AV GUIDO MONDIN, 174",-30.0090713,-51.2039554
747,"AV WENCESLAU ESCOBAR, 1842",-30.1048827,-51.2534039
748,"AV JOSE ALOISIO FILHO, 939/104",-29.9801418,-51.1844608
749,"AV SERTORIO, 7140",-29.9987948,-51.1349325
750,"AV PROTASIO ALVES, 6066",-30.0413581,-51.1513472
751,"R AMAPA, 1328",-30.1072544,-51.2087397
752,"AV ENG FREDERICO DAHNE, 581",-30.0093525,-51.1365771
753,"AV BERNARDINO SILVEIRA PASTORIZA, 285",-29.991462800000004,-51.10568079999999
754,"AV ENG FRANCISCO RODOLFO SIMCH, 221",-30.0068847,-51.1338675
755,"R VOLUNTARIOS DA PATRIA, 608/28",-30.0264987,-51.2204349
756,"AV GETULIO VARGAS, 104",-30.045193,-51.221081
757,"AV BALTAZAR DE OLIVEIRA GARCIA, 3183",-30.015692600000005,-51.11301629999999
758,"AV NONOAI, 464",-30.0883501,-51.2170304
759,"R BARAO DO TRIUNFO, 1",-30.0520831,-51.2220723
760,"R TEN ARY TARRAGO, 1837",-30.026117100000004,-51.1315845
761,"AV FARRAPOS, 985",-30.0219713,-51.211596
762,"R RIACHUELO, 376",-30.033737899999995,-51.23779099999999
763,"AV ELIAS CIRNE LIMA, 175",-30.0620501,-51.1585235
764,"R ANDRADAS, 1091/61",-30.03035,-51.230813
765,"R MAGALHAES CALVET, 15",-30.0010493,-51.1375146
766,"AV PROF OSCAR PEREIRA, 8000",-30.105899800000003,-51.17305959999999
767,"R LOURENCO DE CASTRO, 272",-29.9966537,-51.13211829999999
768,"PCA RUI BARBOSA, 189/102",-30.02610439999999,-51.22422
769,"R CAMAQUA, 193",-30.1011126,-51.2407292
770,"R ESPIR RIVALDO, 105",-30.0427017,-51.1276661
771,"R QUINTINO BOCAIUVA, 655/503",-30.0239669,-51.1982709
772,"R GASPAR MARTINS, 114",-30.0198848,-51.2130198
773,"R DEZOITO DE NOVEMBRO, 800",-29.999436100000004,-51.18856779999999
774,"AV GETULIO VARGAS, 108",-30.0452242,-51.2210191
775,"AV CRISTOVAO COLOMBO, 545/1177",-30.0258912,-51.2115294
776,"R LIBERO BADARO, 413",-30.0216208,-51.1712567
777,"AV SERRARIA, 1024/3",-30.1523971,-51.21911470000001
778,"R VOLUNTARIOS DA PATRIA, 1511",-30.0206331,-51.2146523
779,"AV BENJAMIN CONSTANT, 1751",-30.0164002,-51.1970229
780,"AV CRISTOVAO COLOMBO, 545/1197",-30.0258912,-51.2115294
781,"AV MARQUES DE SOUZA, 89",-30.0043367,-51.167042
782,"R REPUBLICA, 373",-30.0384339,-51.22347910000001
783,"R SILVA JARDIM, 252",-30.0244408,-51.190318100000006
784,"AV MONTREAL, 119",-30.0062514,-51.15320999999999
785,"R DONA ADDA MASCARENHAS DE MORAES, 389",-30.0138023,-51.13603939999999
786,"R LUZITANA, 51",-30.0087362,-51.18441079999999
787,"AV FARIA LOBATO, 594/2",-29.9843459,-51.1287975
